,Rank,Player Name,Nation,Position,Squad,Competition,Age,Born,Matches Played,Starts,Minutes,90s,Goals,Assist,G+A,G-PK,Penalty Kicks Scored,Penalty Kicks Taken,Yellow Card,Red Card,xG,npxG,xAG,npxG+xAG,Prog Carry,Prog Pass,Prog Pass Rec,Gls_p90,Ast_p90,G+A_p90,G-PK_p90,G+A-PK_p90,xG_p90,xAG_p90,xG+xAG_p90,npxG_p90,npxG+xAG_p90,Shot Creating Action,SCA_p90,Shots Shots Liveball Pass,Shots from Deadball Pass,Shots from Take-Ons,Shots from Shots,Shots from Fouls,Shots from Defense,Goal Creating Action,GCA_p90,Goals from Liveball Pass,Goals from Deadball Pass,Goals from Take-Ons,Goals from Shots,Goals from Fouls,Goals from Defense,Pass Completed,Pass Attempted,Pass Comp%,Total Pass Dist,Prog Pass Dist,Short Comp,Short Attempt,Short Comp%,Med Comp,Med Attempt,Med Comp%,Long Comp,Long Attempt,Long Comp%,Expected Assisted Goal xAG,Expected xA,A-xAG,Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Progressive Passes
57,58,Trent Alexander-Arnold,eng ENG,DF,Liverpool,eng Premier League,25-361,1998,6,6,492,5.5,0,1,1,0,0,0,2,0,0.3,0.3,1.7,2.0,18,35,21,0.00,0.18,0.18,0.00,0.18,0.05,0.31,0.36,0.05,0.36,17,3.10,14,3,0,0,0,0,2,0.37,2,0,0,0,0,0,260,366,71.0,4851,1937,125,140,89.3,93,129,72.1,38,84,45.2,1.7,2.1,-0.7,14,22,9,3,35
58,59,Alfon,es ESP,"FW,MF",Celta Vigo,es La Liga,25-151,1999,4,2,187,2.1,0,0,0,0,0,0,0,1,0.7,0.7,0.3,1.1,9,6,20,0.00,0.00,0.00,0.00,0.00,0.35,0.17,0.52,0.35,0.52,15,7.22,5,0,4,3,3,0,1,0.48,0,0,0,1,0,0,34,45,75.6,449,107,21,22,95.5,10,13,76.9,1,2,50.0,0.3,0.4,-0.3,5,1,1,1,6
59,60,Mohamed Ali Cho,fr FRA,FW,Nice,fr Ligue 1,20-257,2004,5,5,352,3.9,2,0,2,2,0,0,0,0,1.0,1.0,0.7,1.6,11,7,34,0.51,0.00,0.51,0.51,0.51,0.25,0.17,0.42,0.25,0.42,14,3.58,7,2,2,0,3,0,3,0.77,2,0,1,0,0,0,74,104,71.2,935,201,52,61,85.2,15,26,57.7,3,7,42.9,0.7,0.4,-0.7,6,3,3,0,7
60,61,Faride Alidou,de GER,"FW,MF",Hellas Verona,it Serie A,23-076,2001,2,0,59,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,2,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.04,0.01,0.04,2,3.05,1,0,1,0,0,0,0,0.00,0,0,0,0,0,0,15,19,78.9,185,42,6,6,100.0,4,6,66.7,1,2,50.0,0.0,0.0,0.0,1,0,1,1,1
61,62,Alisson,br BRA,GK,Liverpool,eng Premier League,32-000,1992,5,5,450,5.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,0.20,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,148,176,84.1,3039,1755,52,52,100.0,78,80,97.5,18,43,41.9,0.0,0.0,0.0,0,2,0,0,0
62,63,Jim Allevinah,ga GAB,FW,Angers,fr Ligue 1,29-218,1995,3,3,207,2.3,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,2,13,18,0.00,0.00,0.00,0.00,0.00,0.09,0.01,0.10,0.09,0.10,3,1.30,2,0,0,0,0,1,0,0.00,0,0,0,0,0,0,61,74,82.4,835,155,34,37,91.9,24,30,80.0,1,2,50.0,0.0,0.1,0.0,2,4,0,0,13
63,64,Domingos André Ribeiro Almeida,pt POR,"FW,MF",Valencia,es La Liga,24-125,2000,7,4,346,3.8,0,0,0,0,0,0,0,0,0.1,0.1,0.3,0.4,6,28,16,0.00,0.00,0.00,0.00,0.00,0.04,0.07,0.10,0.04,0.10,15,3.91,10,2,1,1,1,0,0,0.00,0,0,0,0,0,0,145,167,86.8,2402,573,74,77,96.1,50,57,87.7,14,18,77.8,0.3,1.0,-0.3,6,23,5,2,28
64,65,Iker Almena,es ESP,"FW,DF",Girona,es La Liga,20-151,2004,2,0,48,0.5,0,1,1,0,0,0,0,0,0.0,0.0,0.7,0.7,6,2,10,0.00,1.87,1.87,0.00,1.87,0.06,1.27,1.33,0.06,1.33,3,5.63,2,0,1,0,0,0,2,3.75,1,0,1,0,0,0,23,32,71.9,328,34,13,14,92.9,10,14,71.4,0,1,0.0,0.7,0.4,+0.3,2,0,0,0,2
65,66,Miguel Almirón,py PAR,FW,Newcastle Utd,eng Premier League,30-235,1994,2,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,4,4,100.0,61,22,2,2,100.0,2,2,100.0,0,0,,0.0,0.0,0.0,0,0,1,0,2
66,67,Pontus Almqvist,se SWE,FW,Parma,it Serie A,25-084,1999,6,0,169,1.9,1,1,2,1,0,0,0,0,0.5,0.5,0.8,1.3,11,2,14,0.53,0.53,1.07,0.53,1.07,0.25,0.44,0.70,0.25,0.70,5,2.66,4,0,1,0,0,0,1,0.53,1,0,0,0,0,0,52,68,76.5,716,119,35,41,85.4,14,17,82.4,2,3,66.7,0.8,0.4,+0.2,2,0,1,0,2
67,68,Marcos Alonso,es ESP,"DF,MF",Celta Vigo,es La Liga,33-279,1990,4,2,282,3.1,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.3,12,31,18,0.00,0.00,0.00,0.00,0.00,0.05,0.06,0.11,0.05,0.11,4,1.28,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,239,271,88.2,4175,1284,96,103,93.2,122,128,95.3,15,29,51.7,0.2,0.3,-0.2,3,33,5,1,31
68,69,Giorgio Altare,it ITA,DF,Venezia,it Serie A,26-054,1998,3,2,194,2.2,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,2,4,2,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.07,0.07,0.07,1,0.46,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,72,103,69.9,1359,421,22,27,81.5,44,58,75.9,4,14,28.6,0.0,0.0,0.0,0,1,0,0,4
69,70,Adrià Altimira,es ESP,"FW,DF",Leganés,es La Liga,23-188,2001,4,2,178,2.0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,3,3,6,0.00,0.00,0.00,0.00,0.00,0.05,0.01,0.06,0.05,0.06,3,1.52,2,0,1,0,0,0,0,0.00,0,0,0,0,0,0,50,58,86.2,832,188,26,28,92.9,19,21,90.5,4,6,66.7,0.0,0.0,0.0,1,3,0,0,3
70,71,Sergi Altimira,es ESP,MF,Betis,es La Liga,23-038,2001,6,3,354,3.9,0,1,1,0,0,0,2,0,0.3,0.2,0.2,0.4,5,21,6,0.00,0.25,0.25,0.00,0.25,0.07,0.05,0.12,0.04,0.09,11,2.80,10,0,1,0,0,0,1,0.25,1,0,0,0,0,0,200,222,90.1,3228,783,100,108,92.6,79,86,91.9,16,19,84.2,0.2,0.2,+0.8,3,18,4,0,21
71,72,Edson Álvarez,mx MEX,"MF,DF",West Ham,eng Premier League,26-344,1997,4,3,223,2.5,0,0,0,0,0,0,2,0,0.0,0.0,0.1,0.2,1,11,3,0.00,0.00,0.00,0.00,0.00,0.01,0.05,0.06,0.01,0.06,5,2.02,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,113,127,89.0,1815,480,59,64,92.2,42,45,93.3,10,14,71.4,0.1,0.3,-0.1,3,14,2,0,11
72,73,Hugo Álvarez,es ESP,"MF,DF",Celta Vigo,es La Liga,21-092,2003,8,6,594,6.6,1,1,2,1,0,0,3,0,0.4,0.4,0.3,0.8,29,20,70,0.15,0.15,0.30,0.15,0.30,0.06,0.05,0.11,0.06,0.11,15,2.27,12,0,2,1,0,0,4,0.61,3,0,1,0,0,0,324,394,82.2,5076,1196,169,191,88.5,134,156,85.9,15,23,65.2,0.3,0.5,+0.7,6,11,8,1,20
73,74,Julián Álvarez,ar ARG,"FW,MF",Atlético Madrid,es La Liga,24-245,2000,8,5,438,4.9,2,0,2,2,0,0,1,0,1.6,1.6,0.2,1.8,11,5,27,0.41,0.00,0.41,0.41,0.41,0.33,0.04,0.37,0.33,0.37,13,2.67,9,0,1,3,0,0,1,0.21,1,0,0,0,0,0,99,133,74.4,1322,302,60,72,83.3,33,40,82.5,1,8,12.5,0.2,0.3,-0.2,5,4,2,1,5
74,75,Yeray Álvarez,es ESP,DF,Athletic Club,es La Liga,29-252,1995,4,4,360,4.0,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,3,28,0,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.03,0.02,0.03,4,1.00,3,0,0,0,0,1,1,0.25,1,0,0,0,0,0,195,232,84.1,3950,1315,60,68,88.2,115,128,89.8,20,33,60.6,0.0,0.0,0.0,1,14,1,0,28
75,76,Skelly Alvero,fr FRA,MF,Werder Bremen,de Bundesliga,22-151,2002,4,0,42,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,6,8,75.0,76,18,4,4,100.0,2,3,66.7,0,0,,0.0,0.0,0.0,0,0,1,0,1
76,77,Selim Amallah,ma MAR,MF,Valladolid,es La Liga,27-322,1996,6,5,374,4.2,0,1,1,0,0,0,1,0,0.4,0.4,0.1,0.6,8,20,7,0.00,0.24,0.24,0.00,0.24,0.11,0.03,0.14,0.11,0.14,6,1.44,4,1,0,0,0,1,1,0.24,1,0,0,0,0,0,93,117,79.5,1617,543,51,55,92.7,27,32,84.4,13,23,56.5,0.1,0.1,+0.9,2,14,2,0,20
77,78,Amath,sn SEN,"FW,DF",Valladolid,es La Liga,28-078,1996,5,4,226,2.5,0,1,1,0,0,0,0,0,0.3,0.3,0.2,0.5,6,8,15,0.00,0.40,0.40,0.00,0.40,0.11,0.08,0.19,0.11,0.19,7,2.79,6,0,0,1,0,0,1,0.40,1,0,0,0,0,0,45,60,75.0,683,171,26,29,89.7,12,15,80.0,4,7,57.1,0.2,0.1,+0.8,4,4,2,1,8
78,79,Jordan Amavi,fr FRA,DF,Brest,fr Ligue 1,30-207,1994,5,4,344,3.8,0,0,0,0,0,0,2,0,0.0,0.0,0.1,0.1,9,13,3,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02,3,0.78,3,0,0,0,0,0,1,0.26,1,0,0,0,0,0,149,209,71.3,2451,899,72,89,80.9,68,93,73.1,7,18,38.9,0.1,0.0,-0.1,2,14,1,0,13
79,80,Aurele Amenda,ch SUI,DF,Eint Frankfurt,de Bundesliga,21-063,2003,2,1,51,0.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1.76,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,26,30,86.7,487,166,7,8,87.5,16,16,100.0,2,4,50.0,0.0,0.0,0.0,0,0,0,0,1
80,81,Kelvin Amian,fr FRA,DF,Nantes,fr Ligue 1,26-237,1998,5,4,377,4.2,0,0,0,0,0,0,1,0,0.0,0.0,0.2,0.3,12,20,19,0.00,0.00,0.00,0.00,0.00,0.01,0.06,0.07,0.01,0.07,11,2.63,8,2,0,1,0,0,0,0.00,0,0,0,0,0,0,164,191,85.9,2572,964,87,89,97.8,62,68,91.2,10,22,45.5,0.2,0.4,-0.2,5,15,7,2,20
81,82,Michael Amir Murillo,pa PAN,DF,Marseille,fr Ligue 1,28-234,1996,6,6,540,6.0,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.3,6,20,11,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.05,0.01,0.05,10,1.67,8,0,0,1,0,1,0,0.00,0,0,0,0,0,0,317,359,88.3,5169,1452,142,151,94.0,159,178,89.3,12,18,66.7,0.2,0.5,-0.2,5,22,3,0,20
82,83,Nadiem Amiri,de GER,MF,Mainz 05,de Bundesliga,27-341,1996,4,4,300,3.3,2,0,2,1,1,1,2,1,1.1,0.3,0.5,0.8,5,23,8,0.60,0.00,0.60,0.30,0.30,0.33,0.14,0.47,0.09,0.24,11,3.30,9,2,0,0,0,0,1,0.30,1,0,0,0,0,0,147,196,75.0,2811,1087,57,67,85.1,55,66,83.3,27,46,58.7,0.5,1.4,-0.5,6,24,6,1,23
83,84,Samuel Amo-Ameyaw,eng ENG,DF,Southampton,eng Premier League,18-076,2006,1,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,0,2,0.00,0.00,0.00,0.00,0.00,0.18,0.62,0.80,0.18,0.80,2,18.00,1,0,0,0,1,0,0,0.00,0,0,0,0,0,0,5,5,100.0,68,13,4,4,100.0,1,1,100.0,0,0,,0.1,0.1,-0.1,1,0,1,1,0
84,85,Mathis Amougou,fr FRA,MF,Saint-Étienne,fr Ligue 1,18-258,2006,6,6,460,5.1,0,0,0,0,0,0,1,0,0.2,0.2,0.1,0.3,3,24,4,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05,9,1.76,8,0,1,0,0,0,0,0.00,0,0,0,0,0,0,117,147,79.6,1938,730,56,65,86.2,47,58,81.0,10,14,71.4,0.1,0.1,-0.1,2,10,3,0,24
85,86,Mohamed Amoura,dz ALG,"FW,MF",Wolfsburg,de Bundesliga,24-146,2000,3,2,219,2.4,1,2,3,1,0,0,1,0,0.6,0.6,0.5,1.1,6,1,21,0.41,0.82,1.23,0.41,1.23,0.26,0.20,0.47,0.26,0.47,3,1.23,3,0,0,0,0,0,2,0.82,2,0,0,0,0,0,32,49,65.3,435,72,20,27,74.1,9,13,69.2,1,2,50.0,0.5,0.2,+1.5,3,1,1,1,1
86,87,Sofyan Amrabat,ma MAR,MF,Fiorentina,it Serie A,28-042,1996,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,2,14,1,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03,4,2.00,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,112,133,84.2,2140,528,46,50,92.0,50,59,84.7,13,20,65.0,0.1,0.1,-0.1,2,10,0,0,14
87,88,Joachim Andersen,dk DEN,DF,Crystal Palace,eng Premier League,28-124,1996,1,1,90,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,4,1,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04,1,1.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,61,83,73.5,1227,526,19,21,90.5,31,37,83.8,9,21,42.9,0.0,0.0,0.0,0,9,1,0,4
88,89,Joachim Andersen,dk DEN,DF,Fulham,eng Premier League,28-124,1996,3,3,270,3.0,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.4,3,12,0,0.00,0.00,0.00,0.00,0.00,0.04,0.08,0.12,0.04,0.12,3,1.00,0,0,0,3,0,0,0,0.00,0,0,0,0,0,0,175,207,84.5,3626,1517,55,58,94.8,93,100,93.0,25,45,55.6,0.2,0.0,-0.2,1,18,0,0,12
89,90,Elliot Anderson,eng ENG,"MF,FW",Nott'ham Forest,eng Premier League,21-331,2002,6,5,356,4.0,0,1,1,0,0,0,1,0,0.1,0.1,0.2,0.3,9,14,18,0.00,0.25,0.25,0.00,0.25,0.03,0.04,0.07,0.03,0.07,9,2.28,5,2,1,1,0,0,1,0.25,0,1,0,0,0,0,115,155,74.2,1790,701,65,74,87.8,43,59,72.9,5,14,35.7,0.2,0.2,+0.8,5,9,1,0,14
90,91,André,br BRA,MF,Wolves,eng Premier League,23-078,2001,4,3,261,2.9,0,0,0,0,0,0,2,0,0.1,0.1,0.1,0.2,0,8,0,0.00,0.00,0.00,0.00,0.00,0.02,0.04,0.06,0.02,0.06,5,1.72,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,113,118,95.8,1890,516,53,54,98.1,48,49,98.0,9,10,90.0,0.1,0.2,-0.1,1,7,0,0,8
91,92,Benjamin André,fr FRA,MF,Lille,fr Ligue 1,34-060,1990,5,5,442,4.9,0,0,0,0,0,0,3,0,0.2,0.2,0.3,0.5,5,44,9,0.00,0.00,0.00,0.00,0.00,0.05,0.06,0.11,0.05,0.11,9,1.83,9,0,0,0,0,0,1,0.20,1,0,0,0,0,0,307,366,83.9,5322,1527,143,156,91.7,132,148,89.2,29,44,65.9,0.3,0.3,-0.3,4,41,6,0,44
92,93,Marcos André,br BRA,FW,Valladolid,es La Liga,27-348,1996,4,3,207,2.3,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,1,0,5,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04,2,0.87,1,0,0,0,1,0,0,0.00,0,0,0,0,0,0,21,29,72.4,320,26,15,18,83.3,4,9,44.4,2,2,100.0,0.0,0.1,0.0,0,0,0,0,0
93,94,Robert Andrich,de GER,MF,Leverkusen,de Bundesliga,30-010,1994,3,3,250,2.8,1,0,1,1,0,0,2,0,0.1,0.1,0.0,0.1,0,7,4,0.36,0.00,0.36,0.36,0.36,0.03,0.02,0.05,0.03,0.05,7,2.52,5,0,0,1,0,1,0,0.00,0,0,0,0,0,0,122,137,89.1,1749,351,74,76,97.4,41,48,85.4,5,7,71.4,0.0,0.1,0.0,1,7,1,0,7
94,95,Angeliño,es ESP,DF,Roma,it Serie A,27-272,1997,6,6,540,6.0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.4,16,52,20,0.00,0.00,0.00,0.00,0.00,0.03,0.04,0.07,0.03,0.07,17,2.83,15,2,0,0,0,0,0,0.00,0,0,0,0,0,0,403,475,84.8,7184,2736,182,192,94.8,185,214,86.4,34,62,54.8,0.2,0.6,-0.2,5,47,13,4,52
95,96,Lorenzo Anghelè,it ITA,FW,Juventus,it Serie A,19-219,2005,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,4,4,100.0,82,12,2,2,100.0,1,1,100.0,1,1,100.0,0.0,0.0,0.0,0,0,0,0,1
96,97,Faustino Anjorin,eng ENG,MF,Empoli,it Serie A,22-314,2001,3,2,155,1.7,0,1,1,0,0,0,0,0,0.0,0.0,0.4,0.4,4,5,3,0.00,0.58,0.58,0.00,0.58,0.01,0.22,0.23,0.01,0.23,2,1.16,2,0,0,0,0,0,1,0.58,1,0,0,0,0,0,55,70,78.6,925,293,28,31,90.3,23,27,85.2,3,9,33.3,0.4,0.2,+0.6,1,5,1,0,5
97,98,Waldemar Anton,de GER,DF,Dortmund,de Bundesliga,28-074,1996,5,5,450,5.0,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,5,22,6,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.04,0.04,0.04,4,0.80,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,334,363,92.0,6166,1807,131,136,96.3,175,186,94.1,26,36,72.2,0.0,0.1,0.0,1,20,0,0,22
98,99,Michail Antonio,jm JAM,FW,West Ham,eng Premier League,34-188,1990,6,5,359,4.0,0,1,1,0,0,0,1,0,1.3,1.3,0.2,1.5,9,8,26,0.00,0.25,0.25,0.00,0.25,0.31,0.06,0.37,0.31,0.37,7,1.75,5,0,0,2,0,0,1,0.25,0,0,0,1,0,0,43,75,57.3,874,137,16,25,64.0,18,26,69.2,8,12,66.7,0.2,0.1,+0.8,1,4,1,0,8
99,100,Antoniu,es ESP,MF,Espanyol,es La Liga,22-027,2002,2,0,29,0.3,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,0,0,1,0.00,0.00,0.00,0.00,0.00,0.05,0.29,0.34,0.05,0.34,3,9.31,2,0,0,0,1,0,0,0.00,0,0,0,0,0,0,4,7,57.1,40,15,3,5,60.0,1,1,100.0,0,0,,0.1,0.0,-0.1,1,1,0,0,0
100,101,Antony,br BRA,FW,Manchester Utd,eng Premier League,24-221,2000,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,6.28,6.28,0.00,6.28,1,90.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,1,2,50.0,13,0,1,2,50.0,0,0,,0,0,,0.1,0.1,-0.1,1,0,0,0,0
101,102,Dennis Appiah,fr FRA,DF,Saint-Étienne,fr Ligue 1,32-115,1992,5,3,347,3.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,8,18,14,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.01,7,1.82,5,1,1,0,0,0,1,0.26,1,0,0,0,0,0,135,183,73.8,2053,911,79,94,84.0,51,63,81.0,5,17,29.4,0.0,0.3,0.0,1,14,4,3,18
102,103,Aritz Arambarri,es ESP,DF,Leganés,es La Liga,26-245,1998,2,2,177,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,1,0.51,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,49,67,73.1,1025,258,11,13,84.6,34,41,82.9,4,12,33.3,0.0,0.0,0.0,0,1,0,0,2
103,104,Mauro Arambarri,uy URU,"MF,FW",Getafe,es La Liga,29-002,1995,8,4,378,4.2,2,0,2,2,0,0,3,0,0.4,0.4,0.0,0.4,1,9,6,0.48,0.00,0.48,0.48,0.48,0.09,0.00,0.09,0.09,0.09,6,1.43,5,0,0,1,0,0,1,0.24,0,0,0,1,0,0,73,113,64.6,1282,323,32,45,71.1,29,41,70.7,8,17,47.1,0.0,0.0,0.0,1,9,0,0,9
104,105,Jon Aramburu,ve VEN,DF,Real Sociedad,es La Liga,22-071,2002,6,4,346,3.8,0,0,0,0,0,0,3,0,0.1,0.1,0.2,0.4,7,21,8,0.00,0.00,0.00,0.00,0.00,0.03,0.06,0.09,0.03,0.09,7,1.82,7,0,0,0,0,0,1,0.26,1,0,0,0,0,0,167,222,75.2,2847,1090,63,69,91.3,83,112,74.1,14,23,60.9,0.2,0.4,-0.2,4,14,3,2,21
105,106,Julian Araujo,mx MEX,DF,Bournemouth,eng Premier League,23-050,2001,5,3,274,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,10,10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2,0.66,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,100,129,77.5,1763,633,47,51,92.2,45,53,84.9,7,19,36.8,0.0,0.0,0.0,0,12,1,0,10
106,107,Cameron Archer,eng ENG,FW,Southampton,eng Premier League,23-073,2001,6,2,220,2.4,0,0,0,0,0,1,0,0,2.3,1.5,0.0,1.5,3,2,11,0.00,0.00,0.00,0.00,0.00,0.94,0.00,0.94,0.61,0.61,3,1.24,0,0,2,1,0,0,0,0.00,0,0,0,0,0,0,34,40,85.0,416,37,24,28,85.7,8,10,80.0,0,0,,0.0,0.0,0.0,0,0,1,0,2
107,108,Carlens Arcus,ht HAI,DF,Angers,fr Ligue 1,28-096,1996,6,6,432,4.8,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,8,12,14,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.00,0.05,11,2.29,9,0,1,0,0,1,0,0.00,0,0,0,0,0,0,165,204,80.9,2780,980,80,89,89.9,68,81,84.0,14,25,56.0,0.2,0.2,-0.2,4,9,5,4,12
108,109,Alphonse Areola,fr FRA,GK,West Ham,eng Premier League,31-218,1993,6,6,495,5.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,0.18,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0,152,201,75.6,4022,3013,40,40,100.0,62,63,98.4,49,94,52.1,0.0,0.0,0.0,0,3,0,0,0
109,110,Adu Ares,es ESP,FW,Athletic Club,es La Liga,22-356,2001,1,0,19,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,3,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,4.74,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,5,9,55.6,64,15,3,5,60.0,2,3,66.7,0,0,,0.0,0.0,0.0,0,0,1,0,3
110,111,Jesús Areso,es ESP,DF,Osasuna,es La Liga,25-092,1999,7,7,612,6.8,0,0,0,0,0,0,1,0,0.0,0.0,0.3,0.3,27,23,28,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.00,0.05,15,2.21,12,2,0,0,1,0,1,0.15,1,0,0,0,0,0,243,328,74.1,4033,1914,120,133,90.2,99,128,77.3,20,45,44.4,0.3,0.4,-0.3,5,23,9,6,23
111,112,Joe Aribo,ng NGA,MF,Southampton,eng Premier League,28-073,1996,5,3,271,3.0,0,0,0,0,0,0,0,0,0.6,0.6,0.7,1.2,13,17,19,0.00,0.00,0.00,0.00,0.00,0.19,0.22,0.40,0.19,0.40,5,1.66,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,140,160,87.5,1827,379,95,103,92.2,39,44,88.6,2,4,50.0,0.7,0.5,-0.7,3,6,2,0,17
112,113,Adam Armstrong,eng ENG,FW,Southampton,eng Premier League,27-235,1997,4,3,214,2.4,0,0,0,0,0,0,1,0,0.8,0.8,0.1,0.9,5,5,14,0.00,0.00,0.00,0.00,0.00,0.33,0.05,0.37,0.33,0.37,4,1.68,2,1,0,1,0,0,0,0.00,0,0,0,0,0,0,51,60,85.0,670,84,31,33,93.9,16,18,88.9,1,2,50.0,0.1,0.1,-0.1,1,3,0,0,5
113,114,Harrison Armstrong,eng ENG,MF,Everton,eng Premier League,17-257,2007,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,1,4,25.0,23,0,0,0,,1,2,50.0,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0
114,115,José Arnaiz,es ESP,FW,Osasuna,es La Liga,29-170,1995,1,0,15,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,1,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.41,0.41,0.00,0.41,1,6.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,3,5,60.0,60,28,1,1,100.0,1,2,50.0,1,2,50.0,0.1,0.1,-0.1,1,0,1,1,1
115,116,Hákon Arnar Haraldsson,is ISL,MF,Lille,fr Ligue 1,21-175,2003,3,2,168,1.9,0,1,1,0,0,0,0,0,0.5,0.5,0.2,0.6,8,18,12,0.00,0.54,0.54,0.00,0.54,0.25,0.08,0.33,0.25,0.33,5,2.68,4,0,0,0,1,0,1,0.54,1,0,0,0,0,0,132,158,83.5,2403,445,63,75,84.0,49,52,94.2,18,25,72.0,0.2,0.2,+0.8,3,20,4,0,18
